pic_id   exp184      exp199      exp200      exp202      exp202      exp202      exp202      exp203         exp203        exp203        exp203        exp203        exp203        exp203        exp204        exp204        exp204        exp204        exp204        exp204        exp205        exp205        exp205        exp207        exp208        exp209        exp209        exp209        exp209        exp209        exp210        exp210        exp210        exp210        exp211        exp211        exp211        exp212        exp212        exp214        exp213        exp214        exp215        exp215        exp216        exp217        exp217        exp217        exp216        exp216        exp216        exp216        exp216        exp215        exp219        exp219        exp220        exp220        exp221        exp184        exp222        exp222        exp222        exp224        exp225        exp224        exp224        exp224        exp224        exp226        exp226        exp226        exp226        exp226        exp226        exp226        exp226        exp227        exp227        exp227        exp227        exp227        exp227        exp227        exp227        exp227        exp227        exp226        exp228        exp228        exp228        exp229        exp232        exp232        exp232        exp232        exp233        exp233        exp234        exp234        exp234        exp234        exp235        exp235        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp236        exp237        exp236        exp236        exp236        exp236        exp238        exp238        exp238        exp238        exp238        exp238        exp238        exp239        exp240        exp240        exp241        exp241        exp241        exp241        exp239        exp242        exp242        exp243        exp243        exp243        exp245        exp245        exp245        exp246        exp246        exp247        exp248        exp249        exp249        exp250        exp250        exp249        exp251        exp252        exp253        exp253        exp254        exp254        exp255        exp256        exp256        exp256        exp256        exp256        exp256        exp257        exp257        exp257        exp257        exp257        exp256        exp257        exp258        exp258        exp258        exp258        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp258        exp256        exp256        exp256        exp256        exp256        exp258        exp258        exp258        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp256        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259        exp259
0        38.717 38.276     39.268      38.807      39.242      39.403      38.912      39.075      39.56          39.182    39.11    39.11    39.407    39.303    39.171    39.416    39.241    39.378    38.955    38.981    38.981    39.034    38.901    38.901    38.753    38.831    38.742    38.473    38.826    38.626    38.311    38.839    38.926    38.96    38.908    39.229    38.809    38.809    38.871    38.871    38.258    39.56    37.845    39.977    39.078    39.401    38.621    38.889    38.833    38.496    39.534    38.405    38.488    38.416    38.648    39.153    39.55    38.913    38.802    39.17    38.635    39.009    39.324    39.235    38.92    40.082    38.847    38.662    38.654    38.775    39.137    39.176    38.375    38.493    38.417    38.215    38.041    37.898    38.659    38.694    38.566    38.543    38.227    38.276    38.746    38.746    39.069    39.187    38.996    38.759    38.432    39.924    38.7    38.387    39.27    38.701    39.541    39.664    38.606    39.2    35.535    38.311    38.696    38.755    38.665    38.927    39.074    39.108    39.493    39.493    38.662    39.37    38.912    39.468    38.706    39.099    37.873    39.261    39.215    39.316    39.214    38.943    38.992    39.137    38.87    38.516    38.427    39.0    38.764    39.236    39.181    38.712    38.594    38.762    38.159    38.891    38.776    38.729    38.482    38.653    38.716    38.917    38.453    38.707    38.667    38.677    38.69    38.636    38.772    38.781    38.389    39.161    38.985    39.429    39.364    38.663    38.987    40.024    40.136    38.558    38.501    38.609    38.516    38.475    38.15    38.392    38.475    38.454    38.408    38.796    38.484    38.451    38.327    38.664    38.558    38.952    38.398    38.725    38.73    38.73    38.521    38.431    38.431    38.466    38.466    38.73    38.466    38.509    38.607    28.043    31.649    31.465    28.657    31.465    31.465    29.122    29.047    28.897    29.457    32.979    28.405    26.908    27.078    27.725    20.906    20.906    20.906    20.906    27.458    27.329    27.301    29.082    31.49    28.88    28.875    28.019    26.349    26.348    26.33    26.1    26.187    25.823    38.434    38.411    38.397    38.383    38.367    38.377    38.365    38.343    38.29    38.393    38.248    38.327    38.3    38.437    38.438    38.39    38.363    38.44    38.451    38.4    38.346    38.306    38.118    38.118    38.537    38.528    38.513    38.466    38.429    38.345    38.549    38.542    38.542    38.362    35.344    36.056    37.511    36.057    36.111    36.024    35.426    36.055    35.963    36.024    36.024    36.024    36.024    35.337    36.024    38.531    38.239    38.328    38.504    38.47    38.486    38.486    38.486    38.486    38.486    38.4    38.402    38.402
11       38.144 38.18      38.017      38.103      38.088      39.57       39.487      37.947      38.327          38.545    38.061    38.061    38.317    38.689    37.935    38.153    37.836    38.288    37.979    38.169    38.169    38.164    38.099    38.099    38.136    37.968    38.18    38.044    38.181    38.123    38.18    38.555    38.418    38.272    38.186    38.038    37.405    37.405    35.408    38.305    38.483    37.894    38.505    39.129    39.152    38.866    37.934    37.798    37.831    38.466    38.487    38.26    38.679    38.799    38.641    38.307    38.588    38.505    38.48    37.965    38.027    37.756    37.927    37.827    38.573    38.133    37.949    38.042    38.384    38.371    38.034    38.537    38.416    38.227    38.134    38.432    38.396    38.322    38.284    38.423    38.239    38.09    38.24    38.18    38.246    38.246    38.891    38.905    39.175    38.172    38.337    38.264    38.13    38.631    38.794    38.676    38.995    38.32    38.294    38.699    35.542    37.831    38.485    37.765    38.219    38.399    38.699    38.69    39.02    39.02    39.364    38.977    38.055    38.525    38.385    38.604    38.345    38.389    38.549    38.512    38.113    38.394    38.534    39.322    38.335    38.037    37.807    38.091    37.97    38.381    38.53    38.098    38.275    38.24    38.437    38.207    38.314    38.402    38.452    38.421    38.393    38.226    38.226    37.959    37.991    38.001    37.993    37.98    37.857    38.467    38.403    37.822    38.352    38.512    38.36    38.192    38.458    39.87    39.851    38.261    38.191    38.353    38.194    38.222    38.363    38.469    38.222    38.314    38.31    38.353    38.211    38.247    38.3    38.258    38.033    37.937    38.141    38.059    38.157    38.157    38.014    38.26    38.26    38.182    38.182    38.157    38.182    38.328    38.369    27.167    28.328    28.218    26.675    28.218    28.218    26.253    26.751    27.177    27.125    28.566    26.938    26.271    26.74    26.926    20.497    20.497    20.497    20.497    26.572    26.519    26.456    27.838    29.194    27.528    27.519    27.077    25.66    25.661    25.65    25.553    25.576    25.811    38.069    38.061    38.044    37.964    37.934    37.978    37.957    37.861    37.943    38.068    37.819    37.875    37.851    38.025    38.007    37.968    37.956    38.057    38.047    38.013    37.939    37.911    37.725    37.725    38.158    38.169    38.135    38.104    38.043    37.983    38.164    38.166    38.164    38.058    35.285    35.93    37.663    35.943    35.903    35.883    35.468    35.902    35.964    35.883    35.883    35.883    35.883    35.285    35.883    38.31    38.33    38.268    38.161    38.141    38.186    38.442    38.442    38.186    38.186    38.16    38.174    38.174
48       39.661 39.585     39.595      40.027      39.725      39.199      39.093      39.693      40.214          40.401    39.676    39.676    39.756    39.886    39.605    39.63    39.534    39.785    39.851    39.78    39.78    39.916    39.72    39.72    39.974    39.974    40.126    40.045    39.955    40.069    40.249    40.288    40.461    40.339    40.33    40.174    40.261    40.261    35.901    40.442    40.157    40.52    40.278    40.756    40.736    40.643    40.016    40.238    40.219    40.776    40.114    39.68    40.796    40.579    40.514    40.804    40.65    40.682    40.628    40.268    39.659    39.811    40.447    40.353    40.478    38.511    40.551    39.564    39.5    39.101    39.812    39.219    39.47    38.853    38.579    38.826    38.513    38.441    39.582    39.594    39.92    39.916    39.535    39.585    40.453    40.453    39.463    39.159    38.753    40.933    39.93    39.922    39.803    37.388    37.097    37.336    39.544    39.112    40.308    40.922    36.119    39.965    40.37    40.639    40.864    40.621    40.852    40.917    39.459    39.459    38.938    39.436    40.404    40.529    40.143    40.218    39.597    40.648    39.754    39.863    40.145    40.207    40.597    39.493    40.625    40.25    40.336    40.696    40.346    40.285    39.782    40.218    40.542    40.437    40.554    39.844    40.067    40.231    40.038    39.413    39.777    40.079    39.188    39.455    39.448    39.232    39.272    39.389    40.54    39.741    38.945    39.465    40.022    39.887    40.089    39.64    40.2    39.85    40.021    39.429    39.137    39.428    39.871    39.862    39.215    39.526    39.862    39.368    39.696    40.109    39.34    39.458    39.414    39.595    39.665    40.561    39.428    39.888    39.447    39.447    38.89    39.476    39.476    38.91    38.91    39.447    38.91    40.358    40.335    32.204    32.449    32.747    29.637    32.747    32.747    31.309    32.061    32.567    29.511    30.376    29.886    30.537    27.484    29.651    19.485    19.485    19.485    19.485    29.423    30.907    31.291    32.113    32.729    31.383    31.556    29.264    28.764    28.772    28.729    29.19    29.116    29.051    40.593    40.386    40.394    40.135    40.152    40.12    40.169    40.214    40.479    39.7    40.345    40.391    40.421    40.481    40.571    40.636    40.658    40.503    40.587    40.667    40.717    40.723    40.518    40.518    40.428    40.443    40.484    40.555    40.623    40.455    40.595    40.653    40.671    40.463    35.838    36.843    38.657    37.345    36.871    36.675    35.821    36.689    36.698    36.675    36.675    36.675    36.675    35.829    36.675    39.586    39.869    40.022    39.494    40.03    39.496    36.756    36.756    39.495    39.496    39.521    39.511    39.511
61       40.264 39.697     39.838      40.191      39.752      39.035      38.789      39.925      39.592          39.557    40.143    40.144    39.988    39.865    39.773    39.838    39.787    40.009    40.208    40.092    40.092    40.41    40.069    40.069    40.064    40.126    39.484    39.585    40.211    39.68    39.707    39.673    39.843    39.66    39.776    39.85    40.21    40.21    35.936    39.554    39.593    40.075    39.471    39.667    39.791    40.011    40.064    39.92    40.484    40.011    39.586    39.978    40.014    39.759    39.901    39.728    39.707    39.478    39.353    40.289    40.262    39.606    39.247    39.399    39.613    39.986    39.632    39.918    39.985    39.796    40.046    40.194    40.087    40.041    40.204    40.032    39.639    39.516    40.371    40.16    39.965    39.861    39.611    39.696    38.97    38.97    39.769    39.882    39.539    39.339    40.039    39.213    40.643    37.892    37.446    37.98    40.021    39.704    39.747    39.508    36.059    39.167    39.115    39.341    39.974    39.602    39.732    39.719    40.024    40.024    39.694    40.134    39.841    39.784    40.167    39.97    39.695    39.879    40.077    40.141    40.185    40.205    39.924    40.156    39.874    39.991    40.153    39.538    39.794    39.824    39.857    39.847    39.881    40.38    39.985    40.666    39.935    39.807    39.893    39.908    40.011    39.826    40.308    40.044    40.124    40.168    40.061    40.021    39.767    39.837    40.175    40.325    40.319    39.47    39.729    39.491    39.784    41.129    41.197    39.728    39.529    39.631    39.794    39.723    40.079    39.912    39.723    40.005    40.071    39.907    40.092    39.828    39.995    39.698    40.636    39.785    40.226    40.373    40.104    40.104    40.066    40.321    40.321    40.155    40.155    40.104    40.155    39.8    39.706    26.185    25.773    25.863    25.374    25.863    25.863    25.552    25.891    26.235    28.596    28.12    26.187    26.725    25.857    25.944    19.841    19.841    19.841    19.841    26.373    26.878    26.854    26.95    26.45    26.858    26.828    24.906    25.112    25.127    25.149    25.213    25.309    24.958    39.559    39.479    39.483    40.052    40.06    40.045    40.036    40.068    39.542    39.716    39.549    39.412    39.436    39.344    39.323    39.341    39.359    39.391    39.335    39.359    39.385    39.411    39.492    39.492    39.323    39.306    39.35    39.387    39.431    39.462    39.382    39.399    39.412    39.369    35.808    36.762    37.788    37.199    36.725    36.594    35.863    36.599    36.622    36.594    36.594    36.594    36.594    35.823    36.594    38.854    39.631    39.619    40.43    40.41    40.45    36.89    36.89    40.45    40.45    40.084    40.14    40.14
98       39.092 38.672     39.613      38.971      39.522      38.765      38.438      39.293      38.955          39.17    39.462    39.462    39.345    38.566    39.252    38.998    38.963    39.535    39.277    39.104    39.104    39.124    39.359    39.359    39.304    39.489    39.276    39.008    39.365    39.238    39.675    39.293    39.28    39.094    38.976    38.813    39.062    39.062    35.507    38.313    38.747    38.579    38.978    39.209    39.719    39.568    38.696    38.66    38.76    39.228    39.058    39.219    39.516    39.449    39.437    38.911    39.588    39.115    39.168    38.898    39.106    38.961    39.711    39.856    39.203    38.977    38.417    38.823    38.814    38.616    38.889    38.591    39.034    38.548    39.237    39.158    39.345    39.203    38.632    38.794    38.672    38.534    38.573    38.672    38.231    38.231    39.913    38.845    39.643    38.801    39.224    38.386    39.169    38.821    38.966    38.941    39.715    38.735    38.862    39.418    35.664    38.463    39.182    39.134    38.856    39.045    39.03    38.972    39.386    39.386    39.173    39.584    38.988    38.917    38.909    39.054    38.942    38.932    39.066    39.092    39.041    39.052    39.339    39.517    39.169    39.52    39.35    38.917    38.267    38.843    38.87    38.856    39.03    38.708    38.859    38.76    38.873    39.07    39.195    38.908    38.879    38.818    38.871    38.828    38.878    38.877    38.968    38.945    38.478    38.907    38.829    38.6    39.288    38.351    39.906    39.179    39.02    40.832    40.885    39.241    39.005    39.078    39.112    39.104    39.138    39.17    39.104    39.17    39.105    39.295    39.227    39.455    39.341    39.149    39.016    38.52    38.821    38.843    38.892    38.892    38.703    38.699    38.699    38.69    38.69    38.892    38.69    38.834    38.672    29.874    28.976    28.951    28.709    28.951    28.951    27.133    27.948    28.235    29.316    31.525    29.824    28.554    28.427    28.264    20.573    20.573    20.573    20.573    29.208    28.773    28.555    28.726    29.244    28.124    28.14    28.425    28.335    28.327    28.288    27.975    27.967    28.589    39.057    39.04    39.003    38.888    38.874    38.895    38.93    38.852    38.954    38.76    38.832    38.817    38.794    39.021    39.015    38.983    38.977    39.094    39.108    39.06    39.035    38.987    38.721    38.721    39.077    39.043    39.022    39.012    38.959    38.823    38.974    38.934    38.896    38.783    35.467    36.169    38.118    36.337    36.201    36.155    35.494    36.175    36.231    36.155    36.155    36.155    36.155    35.451    36.155    39.075    38.6    38.538    38.728    38.87    38.853    38.136    38.136    38.853    38.853    38.813    38.832    38.832
111      40.399 39.76      40.927      40.62       40.833      38.915      38.395      40.665      38.981          39.454    40.862    40.862    40.375    39.793    40.748    40.481    40.388    40.84    40.622    40.53    40.53    40.512    40.876    40.876    40.921    40.841    40.174    39.763    40.801    40.009    40.965    40.393    40.986    40.841    40.786    41.018    40.313    40.313    35.936    40.305    40.762    39.948    40.448    40.755    40.921    41.025    40.043    40.269    40.451    41.091    40.792    40.804    41.146    40.794    40.649    40.982    40.664    40.702    40.966    40.231    40.628    40.347    40.431    40.435    40.79    40.153    39.495    40.124    39.754    39.605    40.412    39.652    40.526    39.583    40.761    41.123    41.08    41.017    40.042    40.322    40.195    40.133    39.751    39.76    38.936    38.936    41.803    41.268    40.952    39.13    40.483    40.529    39.532    37.622    37.836    38.429    41.491    39.704    40.99    41.235    36.171    40.112    39.501    40.859    40.402    40.95    41.13    41.075    41.95    41.95    39.552    42.141    41.122    41.122    41.118    41.192    40.317    40.443    40.547    40.524    40.548    40.537    40.868    41.998    40.909    40.944    40.999    40.341    39.287    39.63    40.174    40.044    39.915    40.487    39.918    40.125    40.668    40.932    40.963    40.222    40.31    40.345    40.392    40.307    40.067    40.066    40.315    40.534    39.587    41.225    40.47    39.575    41.199    38.918    40.487    40.469    40.636    41.821    41.722    40.599    39.83    40.451    40.326    40.448    40.288    40.326    40.448    40.589    40.402    40.687    40.417    40.615    40.553    40.388    40.484    39.594    40.261    40.698    40.731    40.731    40.444    40.401    40.401    40.459    40.459    40.731    40.459    39.996    39.999    27.616    28.919    28.849    27.667    28.849    28.849    28.931    28.772    29.299    30.243    30.163    28.465    28.034    26.662    28.164    19.34    19.34    19.34    19.34    27.869    28.331    28.507    29.854    29.476    29.408    29.354    27.776    27.284    27.294    27.269    27.551    27.681    27.159    40.114    40.135    40.135    40.199    40.214    40.175    40.214    40.265    40.216    39.71    39.907    39.893    39.912    40.081    40.218    40.249    40.263    40.169    40.284    40.325    40.345    40.327    39.989    39.989    40.262    40.29    40.303    40.316    40.318    39.988    40.417    40.434    40.424    40.079    35.861    36.985    38.659    37.654    37.054    36.99    35.922    37.008    36.829    36.99    36.99    36.99    36.99    35.898    36.99    41.059    39.78    39.497    40.254    40.507    40.399    36.832    36.832    40.399    40.399    40.324    40.37    40.37
123      40.339 39.699     41.491      40.804      41.365      38.476      38.135      40.633      39.27          39.996    41.168    41.168    40.866    40.251    40.87    40.647    40.559    41.298    40.979    40.818    40.818    40.764    41.023    41.023    41.006    40.906    40.156    39.623    41.102    39.898    40.979    40.143    41.018    40.907    40.945    41.204    40.586    40.586    35.773    39.71    40.214    40.498    39.649    40.82    41.085    41.497    39.59    40.028    40.36    41.849    41.172    40.287    41.904    40.309    41.553    41.807    41.254    41.186    41.168    40.317    40.47    39.839    40.869    40.744    40.007    39.488    39.327    39.008    39.031    38.898    39.627    39.536    40.074    39.427    40.104    40.327    41.099    41.047    38.933    39.253    39.281    39.252    39.657    39.699    39.261    39.261    41.686    41.59    41.052    39.628    38.962    40.122    39.215    37.774    38.608    39.618    41.904    39.745    41.593    41.996    36.008    40.753    40.212    40.076    39.523    41.206    41.36    41.267    42.281    42.281    39.509    42.194    40.448    40.38    40.667    40.864    42.012    40.347    40.458    40.494    40.286    40.3    40.859    41.962    40.59    41.626    41.501    40.162    39.329    40.418    40.591    39.991    40.148    40.54    39.94    39.959    40.322    40.76    40.58    39.545    39.547    40.05    40.015    40.146    40.373    40.596    40.759    39.915    39.824    40.142    39.987    39.007    40.398    38.998    40.697    40.419    40.408    41.423    41.362    40.146    39.92    40.218    40.104    40.093    39.775    40.115    40.093    39.995    40.559    40.376    40.164    40.226    40.246    39.53    39.78    40.055    39.764    40.047    39.921    39.921    40.144    40.321    40.321    40.2    40.2    39.921    40.2    40.482    40.256    30.698    30.558    30.523    30.165    30.523    30.523    30.899    31.024    30.752    32.472    34.239    31.135    30.31    30.248    30.83    20.225    20.225    20.225    20.225    30.774    30.369    30.408    30.973    30.944    30.731    30.399    29.375    30.036    30.096    30.123    30.364    30.419    30.249    40.716    40.241    40.24    40.081    40.045    40.077    40.163    40.096    40.262    40.139    40.219    40.22    40.21    40.538    40.55    40.561    40.566    40.639    40.648    40.672    40.674    40.641    40.249    40.249    40.61    40.635    40.637    40.647    40.624    40.237    40.488    40.473    40.433    39.999    35.647    36.486    38.66    37.022    36.589    36.56    35.762    36.562    36.423    36.56    36.56    36.56    36.56    35.679    36.56    40.706    39.417    39.398    39.961    39.685    39.691    37.094    37.094    39.691    39.691    39.467    39.495    39.495
136      40.403 39.36      41.206      40.504      41.095      38.879      38.44       41.072       39.729          39.346    41.112    41.112    40.525    39.665    41.126    41.241    41.237    41.239    41.389    41.048    41.048    40.479    40.928    40.928    41.208    41.341    40.356    40.215    41.167    40.548    41.19    41.248    41.202    41.148    40.926    40.565    40.518    40.518    35.654    39.5    40.546    40.022    41.18    40.143    40.896    41.424    40.049    40.138    40.151    41.121    40.893    40.104    40.964    39.735    40.851    41.167    40.687    40.372    40.156    39.918    40.436    41.342    40.914    40.531    40.272    39.24    39.79    39.075    39.514    39.239    39.707    40.387    40.183    40.253    39.595    39.585    39.683    39.62    39.169    39.393    39.391    39.499    39.309    39.36    40.245    40.245    41.166    41.738    40.728    40.901    40.13    40.433    39.23    38.579    39.256    40.492    41.007    39.646    40.096    40.815    35.958    40.75    40.788    40.462    39.714    41.243    41.122    41.014    40.943    40.943    40.448    41.69    40.229    40.57    39.915    39.829    41.614    40.243    40.111    40.104    40.316    40.515    40.812    41.379    40.585    40.901    40.543    40.216    39.488    39.719    39.123    39.911    40.374    40.334    39.093    39.97    39.851    39.697    39.628    39.63    39.725    39.727    40.135    39.887    39.39    39.435    39.574    39.843    40.101    39.663    39.248    39.401    40.41    40.091    40.344    40.7    39.976    41.799    41.742    39.68    39.83    40.287    39.915    39.899    39.337    39.756    39.899    40.11    39.81    40.231    39.922    40.088    39.977    39.674    39.634    39.694    39.431    40.049    40.072    40.072    39.716    39.771    39.771    39.771    39.771    40.072    39.771    39.582    39.687    28.672    28.664    28.652    28.063    28.652    28.652    28.878    29.529    29.381    32.491    32.289    29.027    29.316    28.413    28.709    20.62    20.62    20.62    20.62    29.19    29.338    29.338    29.468    28.892    29.205    29.292    27.609    27.737    27.797    27.867    28.065    27.717    27.608    40.022    39.808    39.794    39.896    39.875    39.905    39.965    39.912    39.801    39.838    39.896    39.82    39.811    40.074    40.166    40.182    40.188    40.156    40.259    40.292    40.303    40.277    39.982    39.982    40.223    40.22    40.221    40.237    40.218    39.962    40.206    40.181    40.169    39.943    35.514    36.318    38.544    36.641    36.378    36.399    35.63    36.397    36.497    36.399    36.399    36.399    36.399    35.525    36.399    40.282    39.104    39.629    39.625    39.843    39.843    37.71    37.71    39.843    39.843    39.662    39.686    39.686
148      38.672 38.116     39.142      38.743      39.109      38.244      38.075      38.958      38.182          38.096    39.057    39.057    38.933    38.456    38.937    38.719    38.625    39.044    38.843    38.741    38.741    38.703    38.996    38.996    38.868    38.928    38.911    38.73    38.942    38.8    38.852    38.512    38.635    38.616    38.486    38.725    38.654    38.654    35.793    38.182    38.714    38.349    38.905    38.749    38.745    38.764    38.409    38.438    38.493    38.821    38.826    38.692    38.935    38.945    38.643    38.427    38.671    38.974    38.958    38.552    38.71    38.63    38.709    38.687    38.409    38.291    38.163    38.068    38.125    38.146    38.289    38.377    38.524    38.7    38.286    38.389    38.497    38.476    37.982    38.187    38.209    38.189    38.177    38.116    39.21    39.21    38.906    39.004    38.513    38.98    37.858    38.445    38.017    37.315    37.407    37.823    38.585    38.292    38.577    39.081    35.831    38.506    38.867    38.652    38.31    38.544    38.321    38.299    38.882    38.882    38.815    38.855    38.745    38.83    38.62    38.596    38.551    38.468    38.395    38.374    38.395    38.592    38.931    38.888    38.765    38.458    38.335    38.065    38.057    38.057    38.265    38.633    38.23    38.056    38.869    38.46    38.67    38.815    38.768    38.306    38.584    38.596    38.558    38.485    38.403    38.412    38.436    38.464    38.329    38.454    38.326    38.154    39.059    40.241    38.578    38.689    38.648    39.749    39.885    38.501    38.722    38.589    38.663    38.661    38.552    38.526    38.661    38.597    38.535    38.574    38.582    38.504    38.538    38.393    38.304    38.427    38.439    38.39    38.574    38.574    38.485    38.481    38.481    38.539    38.539    38.574    38.539    38.46    38.387    27.524    29.023    29.032    27.299    29.032    29.032    28.27    28.251    28.663    29.216    28.978    28.017    27.647    26.033    26.848    19.453    19.453    19.453    19.453    27.901    27.745    27.651    29.162    30.093    28.813    28.672    27.09    26.12    26.106    26.042    26.151    26.084    26.169    38.72    38.65    38.658    38.712    38.723    38.688    38.73    38.734    38.669    38.65    38.733    38.753    38.761    38.931    38.992    38.985    38.965    38.972    39.031    39.039    39.015    38.975    38.721    38.721    39.053    39.069    39.063    39.055    39.014    38.796    39.105    39.107    39.085    38.886    35.7    36.523    38.039    36.818    36.596    36.494    35.765    36.524    36.717    36.494    36.494    36.494    36.494    35.685    36.494    38.971    38.432    38.51    38.762    38.553    38.717    36.862    36.862    38.717    38.717    38.686    38.707    38.707
161      40.279 39.77      40.156      40.517      39.998      38.208      38.147      40.288      40.698          39.821    40.451    40.451    40.302    40.124    40.151    40.126    40.57    40.1    40.659    40.348    40.348    40.499    40.411    40.411    40.431    40.567    40.067    40.237    40.369    40.285    41.076    40.954    40.589    40.731    40.695    40.7    40.927    40.927    35.823    39.061    40.216    40.001    40.265    40.329    40.25    40.379    40.491    40.774    40.707    40.294    40.652    40.196    40.084    40.378    40.229    39.865    39.931    40.699    40.751    40.393    40.405    40.784    39.886    40.115    40.923    40.417    39.55    39.488    39.936    40.079    39.978    40.625    39.97    40.834    40.789    40.831    40.635    40.637    39.425    40.134    40.175    40.001    39.519    39.77    41.134    41.134    40.855    40.481    40.183    40.762    39.034    41.184    39.618    38.026    38.233    39.128    40.348    40.287    40.649    40.177    36.082    39.541    39.944    39.001    40.057    40.503    40.388    40.312    40.64    40.64    38.991    40.579    40.568    40.513    40.488    40.55    40.531    40.147    39.941    39.877    40.017    40.712    40.741    40.79    40.696    40.059    39.675    39.751    39.541    39.558    39.552    40.057    40.13    39.336    40.572    41.029    40.627    40.989    41.114    40.519    40.821    40.904    41.118    40.842    40.649    40.383    40.315    40.527    39.939    40.687    39.604    40.127    40.271    39.941    40.599    39.95    40.436    42.719    42.529    40.834    40.796    40.935    40.361    40.467    40.372    40.852    40.467    40.842    40.758    40.932    40.76    40.872    41.088    40.782    40.192    40.119    40.342    40.867    40.867    40.867    40.654    40.881    40.881    40.803    40.802    40.867    40.802    39.906    39.748    28.528    29.21    29.282    28.22    29.282    29.282    28.635    29.025    29.311    31.567    32.324    29.757    29.139    28.643    28.758    20.009    20.009    20.009    20.009    29.473    29.33    29.178    29.555    29.3    29.272    29.282    27.591    27.374    27.42    27.505    27.736    27.605    27.173    40.045    39.93    39.927    40.382    40.387    40.37    40.441    40.444    39.927    40.103    40.101    40.075    40.076    40.314    40.279    40.285    40.276    40.377    40.337    40.341    40.337    40.307    40.02    40.02    40.351    40.343    40.345    40.332    40.299    40.002    40.252    40.237    40.212    39.839    35.747    36.59    38.52    37.034    36.615    36.566    35.812    36.558    36.589    36.566    36.566    36.566    36.566    35.731    36.566    40.038    39.214    39.819    40.482    40.248    40.442    37.492    37.492    40.442    40.442    40.246    40.278    40.278
